rank,code,name,date,close,next_close,ratio,cnt
105,002820,선창산업,2020-05-20,3745.0,2648.0,-29.27,267.0
106,003220,대원제약,2020-05-20,16200.0,15494.0,-4.35,62.0
107,030210,KTB투자증권,2020-05-20,2485.0,2478.0,-0.28,402.0
108,006910,보성파워텍,2020-05-20,1735.0,1733.0,-0.06,576.0
109,023800,인지컨트롤스,2020-05-20,3940.0,3892.0,-1.21,254.0
110,015020,이스타코,2020-05-20,678.0,634.0,-6.37,1475.0
111,024890,대원화성,2020-05-20,1595.0,1385.0,-13.11,627.0
112,035150,백산,2020-05-20,5960.0,6036.0,1.28,168.0
113,027040,서울전자통신,2020-05-20,852.0,855.0,0.37,1174.0
114,005010,휴스틸,2020-05-20,6770.0,6673.0,-1.42,148.0
115,000140,하이트진로홀딩스,2020-05-20,16500.0,16255.0,-1.48,61.0
116,016450,한세예스24홀딩스,2020-05-20,5050.0,4971.0,-1.55,198.0
117,024880,케이피에프,2020-05-20,3440.0,3432.0,-0.21,291.0
118,019540,일지테크,2020-05-20,3170.0,2828.0,-10.79,315.0
119,003240,태광산업,2020-05-20,775000.0,781689.0,0.86,1.0
120,021050,서원,2020-05-20,3195.0,3349.0,4.83,313.0
121,024800,유성티엔에스,2020-05-20,2415.0,2319.0,-3.97,414.0
122,014580,태경비케이,2020-05-20,3695.0,3582.0,-3.03,271.0
123,010600,웰바이오텍,2020-05-20,2500.0,2320.0,-7.16,400.0
124,035610,솔본,2020-05-20,3850.0,3781.0,-1.77,260.0
125,024950,삼천리자전거,2020-05-20,6080.0,5845.0,-3.85,164.0
126,007160,사조산업,2020-05-20,29750.0,29998.0,0.83,34.0
127,002350,넥센타이어,2020-05-20,5990.0,5779.0,-3.51,167.0
128,013720,청보산업,2020-05-20,2275.0,2274.0,-0.01,440.0
129,010050,우리종금,2020-05-20,574.0,570.0,-0.59,1742.0
130,019550,SBI인베스트먼트,2020-05-20,641.0,612.0,-4.44,1560.0
131,000540,흥국화재,2020-05-20,2600.0,2554.0,-1.75,385.0
132,013700,까뮤이앤씨,2020-05-20,1390.0,1398.0,0.58,719.0
133,019180,티에이치엔,2020-05-20,2565.0,2576.0,0.46,390.0
134,013580,계룡건설산업,2020-05-20,16600.0,16246.0,-2.13,60.0
135,001040,CJ,2020-05-20,86500.0,85016.0,-1.72,12.0
136,015750,성우하이텍,2020-05-20,3095.0,3047.0,-1.53,323.0
137,019490,하이트론씨스템즈,2020-05-20,3000.0,2250.0,-24.98,333.0
138,005850,에스엘,2020-05-20,13800.0,13632.0,-1.21,72.0
139,025880,케이씨피드,2020-05-20,1915.0,1837.0,-4.05,522.0
140,008830,대동기어,2020-05-20,2645.0,2649.0,0.15,378.0
141,009970,영원무역홀딩스,2020-05-20,41150.0,40867.0,-0.69,24.0
142,021040,대호피앤씨,2020-05-20,770.0,728.0,-5.39,1299.0
143,030960,양지사,2020-05-20,9320.0,9255.0,-0.69,107.0
144,011760,현대종합상사,2020-05-20,14650.0,14861.0,1.45,68.0
145,002450,삼익악기,2020-05-20,1515.0,1341.0,-11.43,660.0
146,031310,아이즈비전,2020-05-20,3955.0,3993.0,0.98,253.0
147,010120,엘에스일렉트릭,2020-05-20,39000.0,39304.0,0.78,26.0
148,018670,SK가스,2020-05-20,80800.0,79363.0,-1.78,12.0
149,019210,와이지-원,2020-05-20,4920.0,4745.0,-3.55,203.0
150,014680,한솔케미칼,2020-05-20,97600.0,95643.0,-2.0,10.0
151,001130,대한제분,2020-05-20,137500.0,137571.0,0.05,7.0
152,004720,우리들제약,2020-05-20,6610.0,6657.0,0.72,151.0
153,004380,삼익THK,2020-05-20,11900.0,11856.0,-0.37,84.0
154,006050,국영지앤엠,2020-05-20,2735.0,2771.0,1.33,366.0
155,032280,삼일,2020-05-20,1930.0,1963.0,1.72,518.0
156,000720,현대건설,2020-05-20,33100.0,32743.0,-1.08,30.0
157,012790,신일제약,2020-05-20,7860.0,7956.0,1.23,127.0
158,009320,대우부품,2020-05-20,2560.0,2488.0,-2.79,391.0
159,015890,태경산업,2020-05-20,4870.0,4822.0,-0.97,205.0
160,007610,선도전기,2020-05-20,2715.0,2685.0,-1.08,368.0
161,023760,한국캐피탈,2020-05-20,517.0,499.0,-3.46,1934.0
162,009270,신원,2020-05-20,1700.0,1515.0,-10.88,588.0
163,010950,S-Oil,2020-05-20,70900.0,68785.0,-2.98,14.0
164,005250,녹십자홀딩스,2020-05-20,22500.0,24776.0,10.12,44.0
165,011280,태림포장,2020-05-20,3705.0,3826.0,3.27,270.0
166,036690,코맥스,2020-05-20,3415.0,3428.0,0.4,293.0
167,008420,문배철강,2020-05-20,2120.0,2112.0,-0.35,472.0
168,016610,DB금융투자,2020-05-20,3370.0,3255.0,-3.39,297.0
169,038950,파인디지털,2020-05-20,3970.0,3862.0,-2.7,252.0
170,003690,코리안리,2020-05-20,8360.0,8272.0,-1.05,120.0
171,003720,삼영화학공업,2020-05-20,1235.0,1215.0,-1.56,810.0
172,005610,SPC삼립,2020-05-20,74200.0,72882.0,-1.78,13.0
173,003490,대한항공,2020-05-20,19600.0,19213.0,-1.97,51.0
174,033310,디케이디앤아이,2020-05-20,2895.0,2686.0,-7.19,345.0
175,003470,유안타증권,2020-05-20,2745.0,2685.0,-2.15,364.0
176,009410,태영건설,2020-05-20,15400.0,15524.0,0.81,65.0
177,003800,에이스침대,2020-05-20,47950.0,45017.0,-6.12,21.0
178,016670,포비스티앤씨,2020-05-20,1500.0,1442.0,-3.82,667.0
179,003030,세아제강지주,2020-05-20,32450.0,32354.0,-0.29,31.0
180,006980,우성사료,2020-05-20,3240.0,3242.0,0.09,309.0
181,000320,노루홀딩스,2020-05-20,9900.0,9717.0,-1.85,101.0
182,004560,현대비앤지스틸,2020-05-20,7320.0,6605.0,-9.76,137.0
183,031820,콤텍시스템,2020-05-20,1415.0,1363.0,-3.65,707.0
184,010420,한솔피엔에스,2020-05-20,1520.0,1331.0,-12.38,658.0
185,010820,퍼스텍,2020-05-20,1975.0,1953.0,-1.08,506.0
186,037330,인지디스플레,2020-05-20,1720.0,1617.0,-5.98,581.0
187,005110,한창,2020-05-20,2580.0,2589.0,0.37,388.0
188,006090,사조오양,2020-05-20,8260.0,8138.0,-1.48,121.0
189,009830,한화솔루션,2020-05-20,15750.0,15377.0,-2.36,63.0
190,005070,코스모신소재,2020-05-20,11500.0,9526.0,-17.16,87.0
191,006380,카프로,2020-05-20,3095.0,2998.0,-3.13,323.0
192,012630,HDC,2020-05-20,9870.0,9509.0,-3.66,101.0
193,004970,신라교역,2020-05-20,10200.0,10314.0,1.12,98.0
194,035000,지투알,2020-05-20,5600.0,5386.0,-3.81,179.0
195,014820,동원시스템즈,2020-05-20,24800.0,24108.0,-2.79,40.0
196,000650,천일고속,2020-05-20,58100.0,57848.0,-0.43,17.0
197,008930,한미사이언스,2020-05-20,27800.0,28411.0,2.2,36.0
198,003080,성보화학,2020-05-20,4235.0,3123.0,-26.25,236.0
199,003530,한화투자증권,2020-05-20,1815.0,1849.0,1.91,551.0
200,000490,대동공업,2020-05-20,4875.0,4789.0,-1.76,205.0
201,006260,LS,2020-05-20,37000.0,37290.0,0.79,27.0
202,008600,윌비스,2020-05-20,1485.0,1417.0,-4.56,673.0
203,032980,바이온,2020-05-20,1280.0,1300.0,1.6,781.0
204,016090,대현,2020-05-20,1835.0,1805.0,-1.61,545.0
205,036000,예림당,2020-05-20,2405.0,2104.0,-12.49,416.0
206,003520,영진약품,2020-05-20,5470.0,5235.0,-4.29,183.0
207,008290,원풍물산,2020-05-20,2820.0,2751.0,-2.43,355.0
208,002290,삼일기업공사,2020-05-20,2760.0,2810.0,1.81,362.0
209,002170,삼양통상,2020-05-20,54600.0,53257.0,-2.46,18.0
210,029530,신도리코,2020-05-20,26500.0,26419.0,-0.31,38.0
211,001440,대한전선,2020-05-20,795.0,634.0,-20.25,1258.0
212,026150,특수건설,2020-05-20,7430.0,7308.0,-1.63,135.0
213,036560,영풍정밀,2020-05-20,6750.0,6654.0,-1.42,148.0
214,004800,효성,2020-05-20,67600.0,67060.0,-0.8,15.0
215,007860,서연,2020-05-20,3650.0,3597.0,-1.43,274.0
216,005810,풍산홀딩스,2020-05-20,27550.0,26921.0,-2.28,36.0
217,014160,대영포장,2020-05-20,1150.0,1163.0,1.21,870.0
218,011930,신성이엔지,2020-05-20,907.0,853.0,-5.88,1103.0
219,017250,인터엠,2020-05-20,1810.0,1798.0,-0.63,552.0
220,000810,삼성화재해상보험,2020-05-20,197000.0,196326.0,-0.34,5.0
221,000700,유수홀딩스,2020-05-20,5750.0,5746.0,-0.05,174.0
222,000880,한화,2020-05-20,19300.0,19388.0,0.46,52.0
223,006740,영풍제지,2020-05-20,3535.0,3546.0,0.33,283.0
224,000680,LS네트웍스,2020-05-20,1915.0,1882.0,-1.71,522.0
225,000590,CS홀딩스,2020-05-20,49350.0,49615.0,0.54,20.0
226,012860,모베이스전자,2020-05-20,1400.0,1268.0,-9.41,714.0
227,016920,카스,2020-05-20,1615.0,1685.0,4.34,619.0
228,000670,영풍,2020-05-20,524000.0,518173.0,-1.11,2.0
229,038620,위즈코프,2020-05-20,1090.0,1020.0,-6.37,917.0
230,002680,한탑,2020-05-20,1855.0,1855.0,0.02,539.0
231,018000,유니슨,2020-05-20,1070.0,1044.0,-2.4,935.0
232,009070,케이씨티시,2020-05-20,2385.0,2113.0,-11.4,419.0
233,001070,대한방직,2020-05-20,20000.0,20606.0,3.03,50.0
234,005720,넥센,2020-05-20,4420.0,3197.0,-27.65,226.0
235,013000,세우글로벌,2020-05-20,1955.0,1982.0,1.39,512.0
236,012690,모나리자,2020-05-20,7010.0,7195.0,2.64,143.0
237,000970,한국주철관공업,2020-05-20,10300.0,11261.0,9.33,97.0
238,018470,조일알미늄,2020-05-20,586.0,619.0,5.64,1706.0
